kêtrzyñski;3;17,1;WARMIÑSKO-MAZURSKIE
lidzbarski;1,4;11,1;WARMIÑSKO-MAZURSKIE
mr¹gowski;1,5;8,6;WARMIÑSKO-MAZURSKIE
nidzicki;0,6;5,9;WARMIÑSKO-MAZURSKIE
nowomiejski;1,5;9,2;WARMIÑSKO-MAZURSKIE
olecki;1,2;9,8;WARMIÑSKO-MAZURSKIE
olsztyñski;3,3;8;WARMIÑSKO-MAZURSKIE
ostródzki;3,2;9,2;WARMIÑSKO-MAZURSKIE
piski;2;13,3;WARMIÑSKO-MAZURSKIE
szczycieñski;2;9,2;WARMIÑSKO-MAZURSKIE
go³dapski;0,6;7,3;WARMIÑSKO-MAZURSKIE
wêgorzewski;0,9;13,7;WARMIÑSKO-MAZURSKIE
m. Elbl¹g;2,7;6,8;WARMIÑSKO-MAZURSKIE
m. Olsztyn;2,2;2,5;WARMIÑSKO-MAZURSKIE
chodzieski;1,4;7,4;WIELKOPOLSKIE
czarnkowsko-trzcianecki;1,1;3,4;WIELKOPOLSKIE
gnieŸnieñski;2,1;4,2;WIELKOPOLSKIE
gostyñski;1,7;4,9;WIELKOPOLSKIE
grodziski;1;4;WIELKOPOLSKIE
jarociñski;1,2;4,5;WIELKOPOLSKIE
kaliski;0,9;2,6;WIELKOPOLSKIE
kêpiñski;0,6;1,7;WIELKOPOLSKIE
kolski;0,8;2,6;WIELKOPOLSKIE
koniñski;3,8;8,5;WIELKOPOLSKIE
koœciañski;0,9;3;WIELKOPOLSKIE
krotoszyñski;1,1;2,8;WIELKOPOLSKIE
leszczyñski;0,6;2,2;WIELKOPOLSKIE
miêdzychodzki;0,7;5,8;WIELKOPOLSKIE
nowotomyski;0,8;2,4;WIELKOPOLSKIE
obornicki;0,8;3,6;WIELKOPOLSKIE
ostrowski;2;2,8;WIELKOPOLSKIE
ostrzeszowski;0,7;2,9;WIELKOPOLSKIE
pilski;2,6;4,9;WIELKOPOLSKIE
pleszewski;1;4,1;WIELKOPOLSKIE
poznañski;3,7;1,8;WIELKOPOLSKIE
rawicki;0,9;3,3;WIELKOPOLSKIE
s³upecki;1,6;6,9;WIELKOPOLSKIE
szamotulski;1,4;3,6;WIELKOPOLSKIE
œredzki;1,4;5,6;WIELKOPOLSKIE
œremski;0,5;2,2;WIELKOPOLSKIE
turecki;1,2;3,3;WIELKOPOLSKIE
w¹growiecki;1,2;4,8;WIELKOPOLSKIE
wolsztyñski;0,6;2,1;WIELKOPOLSKIE
wrzesiñski;1,4;4;WIELKOPOLSKIE
z³otowski;1,5;4,4;WIELKOPOLSKIE
m. Kalisz;1,6;3,3;WIELKOPOLSKIE
m. Konin;2,3;6,6;WIELKOPOLSKIE
m. Leszno;0,9;2,9;WIELKOPOLSKIE
m. Poznañ;6,4;1,8;WIELKOPOLSKIE
bia³ogardzki;2,6;17,5;ZACHODNIOPOMORSKIE
choszczeñski;2,1;15,7;ZACHODNIOPOMORSKIE
drawski;2,3;11,7;ZACHODNIOPOMORSKIE
goleniowski;1,5;4,7;ZACHODNIOPOMORSKIE
gryficki;1,2;6,8;ZACHODNIOPOMORSKIE
gryfiñski;1,8;7,3;ZACHODNIOPOMORSKIE
kamieñski;2;14,2;ZACHODNIOPOMORSKIE
ko³obrzeski;1,3;4,6;ZACHODNIOPOMORSKIE
koszaliñski;2,6;12,9;ZACHODNIOPOMORSKIE
myœliborski;1,2;6,1;ZACHODNIOPOMORSKIE
policki;1,5;4,6;ZACHODNIOPOMORSKIE
pyrzycki;1,2;10;ZACHODNIOPOMORSKIE
s³awieñski;2,2;12,9;ZACHODNIOPOMORSKIE
stargardzki;2,8;7,7;ZACHODNIOPOMORSKIE
szczecinecki;3,5;14,4;ZACHODNIOPOMORSKIE
œwidwiñski;1,5;11,6;ZACHODNIOPOMORSKIE
wa³ecki;1,2;7,6;ZACHODNIOPOMORSKIE
³obeski;1,4;14,4;ZACHODNIOPOMORSKIE
m. Koszalin;2,9;5,6;ZACHODNIOPOMORSKIE
m. Szczecin;6,3;3,5;ZACHODNIOPOMORSKIE
m. Œwinoujœcie;0,5;3,9;ZACHODNIOPOMORSKIE
